feature_index	feature_index	vector	max_distance	v_gene	j_gene	cdr3_aa_length
707	210867	[0.4516671597957611, 0.06836261600255966, 0.31866055727005005, 0.971343994140625, -0.2883407175540924, 0.06655386090278625, 0.6543057560920715, 0.04528364539146423, -0.0661882758140564, 0.3920680582523346]	0.15	IGKV3	IGKJ2	9.0
708	210872	[0.34768757224082947, -0.19416101276874542, -0.19161996245384216, 1.155996322631836, 0.4216879904270172, 0.19605717062950134, 0.3915819227695465, 0.1850510835647583, -0.28048229217529297, 0.5741267800331116]	0.15	IGKV3	IGKJ2	9.0
709	210879	[0.41005831956863403, -0.1990393102169037, 0.11026954650878906, 1.0509655475616455, -0.2835913300514221, 0.0679459273815155, 0.3097102642059326, 0.04078338295221329, -0.1761809140443802, 0.4361938536167145]	0.15	IGKV3	IGKJ2	9.0
710	210904	[0.3305055499076843, -0.5115103125572205, -0.03959948942065239, 1.096117377281189, -0.4039342403411865, 0.15557263791561127, 0.3763984441757202, -0.023164378479123116, -0.1635574847459793, 0.11848629266023636]	0.15	IGKV3	IGKJ2	9.0
711	210921	[0.004360507242381573, 0.06313658505678177, -0.1373082399368286, 1.0439156293869019, 0.07189624011516571, -0.13032199442386627, 0.5926468968391418, 0.486138254404068, 0.20792216062545776, 0.1574528068304062]	0.15	IGKV3	IGKJ2	9.0
712	216569	[0.3255954682826996, -0.28663769364356995, 0.3695170283317566, 1.03480863571167, -0.38928309082984924, -0.0735141932964325, 0.27088412642478943, 0.31577393412590027, -0.004783883690834045, 0.2605561912059784]	0.15	IGKV3	IGKJ2	10.0
713	216571	[0.4882909655570984, -0.13175120949745178, -0.07857953011989594, 1.2435147762298584, -0.3713023364543915, 0.22223412990570068, 0.193759948015213, 0.5136138200759888, -0.22421865165233612, 0.1897987723350525]	0.15	IGKV3	IGKJ2	10.0
714	216592	[0.1494668573141098, 0.07146617025136948, -0.28268882632255554, 0.9300552010536194, 0.06859403103590012, -0.18755775690078735, 0.6717641353607178, 0.1376476287841797, 0.2001345157623291, 0.3678032457828522]	0.15	IGKV3	IGKJ2	10.0
715	216601	[-0.13986384868621826, -0.30033355951309204, 0.1650092601776123, 0.9622246026992798, 0.33682119846343994, -0.14293421804904938, 0.6134889125823975, 0.2709028124809265, 0.06918652355670929, 0.3561168313026428]	0.15	IGKV3	IGKJ2	10.0
716	216621	[0.22951988875865936, -0.313188761472702, -0.0836334228515625, 0.8640816807746887, 0.052895210683345795, -0.240926593542099, 0.5931831002235413, 0.48910123109817505, 0.34381014108657837, 0.42868995666503906]	0.15	IGKV3	IGKJ2	10.0
717	216641	[0.23467297852039337, -0.28542864322662354, -0.19006480276584625, 0.8055928945541382, 0.20411746203899384, 0.1888488084077835, 0.7793819904327393, 0.2640813887119293, 0.2185257375240326, 0.0051366910338401794]	0.15	IGKV3	IGKJ2	10.0
718	216646	[0.05546686425805092, 0.1592990607023239, -0.04949219524860382, 0.854588508605957, 0.07720643281936646, 0.08332280069589615, 0.7603662014007568, 0.3868974447250366, 0.5146101117134094, 0.23920226097106934]	0.15	IGKV3	IGKJ2	10.0
719	216647	[0.5714560151100159, -0.06187242642045021, 0.177048459649086, 0.9768584966659546, -0.15767675638198853, 0.05604575201869011, 0.5398159027099609, 0.15579573810100555, -0.2070828229188919, 0.09538515657186508]	0.15	IGKV3	IGKJ2	10.0
720	216657	[0.33668410778045654, -0.012432418763637543, 0.07906634360551834, 0.8760514259338379, -0.049798108637332916, 0.09343105554580688, 0.7381876707077026, 0.43912702798843384, 0.2789956331253052, 0.6061732769012451]	0.15	IGKV3	IGKJ2	10.0
721	216670	[0.016018874943256378, -0.23149214684963226, -0.07061858475208282, 0.9301496148109436, 0.5392854809761047, -0.04061858728528023, 0.6964950561523438, 0.4326336681842804, -0.08123796433210373, 0.20505067706108093]	0.15	IGKV3	IGKJ2	10.0
722	216676	[0.5022841095924377, -0.2715781331062317, 0.06406925618648529, 1.1296905279159546, -0.37327826023101807, 0.07995142787694931, 0.1985524743795395, 0.2836063504219055, -0.14511249959468842, 0.4004380404949188]	0.15	IGKV3	IGKJ2	10.0
723	216736	[0.025334108620882034, -0.049291275441646576, -0.230714350938797, 0.9178717732429504, 0.5323308110237122, -0.2181970328092575, 0.6245489120483398, 0.3286662697792053, 0.3139303922653198, 0.435996949672699]	0.15	IGKV3	IGKJ2	10.0
724	216763	[-0.004831349477171898, -0.15095040202140808, -0.2091473639011383, 0.9422950744628906, 0.36518004536628723, -0.2706243097782135, 0.4796958863735199, 0.5307167172431946, 0.6173876523971558, 0.3680729269981384]	0.15	IGKV3	IGKJ2	10.0
725	216765	[-0.05904668942093849, -0.48371270298957825, -0.35734856128692627, 1.0094374418258667, 0.47818729281425476, -0.27762851119041443, 0.4234461486339569, 0.7812815308570862, 0.3519439995288849, 0.4327200651168823]	0.15	IGKV3	IGKJ2	10.0
726	216784	[0.5239367485046387, -0.18233640491962433, 0.2758716642856598, 1.0606778860092163, -0.36824965476989746, 0.02083323895931244, 0.28163689374923706, 0.49585282802581787, 0.10961314290761948, 0.018791982904076576]	0.15	IGKV3	IGKJ2	10.0
727	216792	[-0.002753071254119277, -0.32308003306388855, 0.04195024445652962, 0.7823227643966675, 0.4194333553314209, -0.12419610470533371, 0.9307824969291687, 0.4450966417789459, 0.19453024864196777, 0.15284991264343262]	0.15	IGKV3	IGKJ2	10.0
728	224769	[0.12988148629665375, 0.191060870885849, -0.026590628549456596, 0.9123744964599609, 0.15399254858493805, 0.012822306714951992, 0.7360877990722656, 0.340560644865036, 0.3905375003814697, 0.40217092633247375]	0.15	IGKV3	IGKJ2	11.0
729	224774	[0.5235868096351624, -0.08605092763900757, 0.1714814007282257, 1.0196850299835205, -0.0950179472565651, 0.10717995464801788, 0.4648337960243225, 0.28037387132644653, -0.16822108626365662, 0.2270975559949875]	0.15	IGKV3	IGKJ2	11.0
730	224822	[0.10318809747695923, -0.1445419192314148, -0.2302253693342209, 1.0298652648925781, 0.24116666615009308, -0.18743759393692017, 0.6162770986557007, 0.6022653579711914, 0.007097338326275349, 0.13560181856155396]	0.15	IGKV3	IGKJ2	11.0
731	224824	[0.1925429105758667, -0.2617139220237732, 0.1681593358516693, 1.0811243057250977, -0.3426974415779114, -0.17748282849788666, 0.25160783529281616, 0.3310512900352478, 0.09681779891252518, 0.28064289689064026]	0.15	IGKV3	IGKJ2	11.0
732	224838	[0.1463414430618286, -0.06580403447151184, -0.2426576167345047, 0.9388807415962219, 0.3743358850479126, -0.04570326209068298, 0.7550159096717834, 0.37160539627075195, -0.028256667777895927, 0.215565025806427]	0.15	IGKV3	IGKJ2	11.0
733	224863	[0.027569323778152466, 0.034948620945215225, -0.249097540974617, 0.892184317111969, 0.3579692542552948, -0.1805877685546875, 0.7483706474304199, 0.3615107834339142, 0.3539203703403473, 0.3877439498901367]	0.15	IGKV3	IGKJ2	11.0
734	224874	[0.5142718553543091, -0.16072650253772736, 0.18635636568069458, 1.0185749530792236, -0.3776510953903198, -0.13883192837238312, 0.31906387209892273, 0.3663777709007263, 0.12126412987709045, 0.22240926325321198]	0.15	IGKV3	IGKJ2	11.0
735	224875	[0.4642564654350281, -0.3626766800880432, 0.24583181738853455, 1.0776362419128418, 0.023573201149702072, 0.0566309317946434, 0.2844390273094177, 0.29970797896385193, -0.20994792878627777, 0.086948461830616]	0.15	IGKV3	IGKJ2	11.0
736	224889	[0.11633409559726715, -0.1968221217393875, -0.23048844933509827, 0.9339626431465149, 0.12573130428791046, 0.13578444719314575, 0.6813570261001587, 0.36151987314224243, 0.3343889117240906, 0.18379971385002136]	0.15	IGKV3	IGKJ2	11.0
737	224901	[0.04373188316822052, -0.24760587513446808, -0.39939266443252563, 0.9845507144927979, 0.4047720730304718, -0.2816113233566284, 0.7094895839691162, 0.7154421210289001, 0.10261061787605286, 0.41104304790496826]	0.15	IGKV3	IGKJ2	11.0
738	224919	[0.45891958475112915, -0.024072811007499695, 0.05779892951250076, 1.1364654302597046, -0.35892921686172485, -0.005353276617825031, 0.20469212532043457, 0.2261771857738495, 0.015399771742522717, 0.24379456043243408]	0.15	IGKV3	IGKJ2	11.0
739	224946	[0.4822806119918823, -0.1781020313501358, 0.32510697841644287, 1.0445668697357178, 0.059956736862659454, -0.036227937787771225, 0.33903148770332336, 0.3048993945121765, -0.1198892742395401, 0.13037827610969543]	0.15	IGKV3	IGKJ2	11.0
740	231495	[0.5404260754585266, -0.2276872992515564, 0.15830464661121368, 1.0293397903442383, -0.08291155099868774, 0.056972164660692215, 0.47853079438209534, 0.27952060103416443, -0.11732757836580276, 0.16017219424247742]	0.15	IGKV3	IGKJ2	12.0
741	231501	[0.14963142573833466, -0.1119697317481041, -0.10755633562803268, 0.9465111494064331, 0.3847808539867401, -0.13268926739692688, 0.558138906955719, 0.45733022689819336, 0.5431638360023499, 0.1956413835287094]	0.15	IGKV3	IGKJ2	12.0
742	231510	[0.43784299492836, -0.24062180519104004, 0.16435778141021729, 1.0106549263000488, -0.3118160665035248, -0.0602947436273098, 0.3341505527496338, 0.4260045289993286, 0.06604960560798645, 0.1964235156774521]	0.15	IGKV3	IGKJ2	12.0
743	231515	[0.15648455917835236, 0.14632561802864075, -0.1683844029903412, 1.0015037059783936, 0.14101925492286682, -0.0222706887871027, 0.5393565893173218, 0.34850335121154785, 0.3068085312843323, 0.12696149945259094]	0.15	IGKV3	IGKJ2	12.0
744	231516	[0.20646104216575623, -0.2227708399295807, -0.1497417390346527, 0.9923731088638306, 0.24088764190673828, -0.016216393560171127, 0.4961112439632416, 0.6038835048675537, 0.1752692013978958, 0.3221859037876129]	0.15	IGKV3	IGKJ2	12.0
745	231527	[0.03064207173883915, -0.137442946434021, -0.005045230500400066, 0.9537557363510132, 0.1234293133020401, -0.062016259878873825, 0.5248788595199585, 0.4444560110569, 0.2885032296180725, 0.21235862374305725]	0.15	IGKV3	IGKJ2	12.0
746	231531	[0.19503217935562134, -0.15577173233032227, -0.24515174329280853, 0.9509771466255188, 0.125157430768013, -0.12303680181503296, 0.522922933101654, 0.35157522559165955, 0.32993078231811523, 0.3075971007347107]	0.15	IGKV3	IGKJ2	12.0
747	232990	[0.22299566864967346, 0.007537548430263996, -0.030428096652030945, 0.9466022253036499, 0.147561177611351, -0.0823315903544426, 0.5307762026786804, 0.41507139801979065, 0.3816828429698944, 0.26926112174987793]	0.15	IGKV3	IGKJ2	13.0
748	233314	[0.07183051109313965, 0.34383249282836914, -0.0012910664081573486, 0.8778204917907715, -0.4919881820678711, 0.02936868742108345, 0.6491626501083374, -0.137721449136734, 0.024121670052409172, 0.671617329120636]	0.15	IGKV3	IGKJ3	4.0
749	233324	[0.2453867495059967, -0.19300496578216553, 0.21571937203407288, 0.8452998995780945, 0.5103894472122192, -0.12644532322883606, 0.44079723954200745, 0.3003118932247162, 0.9430607557296753, 0.18270738422870636]	0.15	IGKV3	IGKJ3	4.0
750	233395	[-0.14318500459194183, 0.29766327142715454, -0.14398248493671417, 1.1005007028579712, 0.09746025502681732, -0.3911116421222687, 0.21802127361297607, 0.25359660387039185, 0.6452549695968628, -0.20584283769130707]	0.15	IGKV3	IGKJ3	5.0
751	233441	[-0.2732672095298767, -0.34302252531051636, -0.12529504299163818, 1.0145776271820068, 0.32668983936309814, -0.24412715435028076, 0.13643096387386322, 0.13203510642051697, 0.2846314013004303, 0.332400381565094]	0.15	IGKV3	IGKJ3	5.0
752	233445	[-0.05427219718694687, -0.4716949760913849, -0.09124770015478134, 0.998781144618988, 0.3555324375629425, -0.16570591926574707, 0.04468892514705658, 0.4629170894622803, 0.5556439161300659, 0.4987573027610779]	0.15	IGKV3	IGKJ3	5.0
753	233447	[0.21930378675460815, -0.30457955598831177, 0.43924880027770996, 0.768535852432251, 0.22244863212108612, 0.34066876769065857, 0.4319177567958832, 0.07175334542989731, 0.3725837767124176, 0.01704675517976284]	0.15	IGKV3	IGKJ3	5.0
754	233464	[0.10884791612625122, 0.18482257425785065, -0.16977350413799286, 0.8367260098457336, 0.17920857667922974, -0.13392290472984314, 0.881793200969696, -0.20079202950000763, -0.2424481213092804, -0.1502591222524643]	0.15	IGKV3	IGKJ3	5.0
755	233468	[-0.3968754708766937, -0.3379243314266205, -0.059868812561035156, 1.0680989027023315, 0.532826840877533, -0.2781151831150055, 0.03160018473863602, -0.4510774612426758, 0.2153695821762085, 0.1910432130098343]	0.15	IGKV3	IGKJ3	5.0
756	233471	[0.34899696707725525, 0.3702669143676758, -0.25382497906684875, 1.0294185876846313, -0.2145174741744995, -0.4152829051017761, 0.38414737582206726, -0.3217911422252655, 0.3036951720714569, 0.12537112832069397]	0.15	IGKV3	IGKJ3	5.0
757	233479	[0.342221200466156, -0.14386197924613953, 0.27874717116355896, 1.0208185911178589, -0.09899429976940155, 0.1905169039964676, 0.2806786894798279, 0.3752208650112152, 0.07347861677408218, 0.24995002150535583]	0.15	IGKV3	IGKJ3	5.0
758	233515	[0.2948431074619293, 0.31506654620170593, -0.7349368929862976, 1.0734361410140991, -0.2725551724433899, -0.0029790301341563463, 0.5707115530967712, -0.0666951984167099, 0.7565101981163025, 0.3380531370639801]	0.15	IGKV3	IGKJ3	5.0
759	234096	[-0.19786782562732697, -0.4684623181819916, -0.2381511628627777, 0.856586754322052, 0.20091180503368378, 0.05141892284154892, 0.508440375328064, 0.24267688393592834, 0.44694089889526367, 0.29665082693099976]	0.15	IGKV3	IGKJ3	6.0
760	234520	[-0.2364831119775772, -0.3956296443939209, 0.18388140201568604, 0.9528176188468933, 0.16656769812107086, -0.1245981752872467, 0.29673564434051514, 0.32973769307136536, 0.5190660357475281, 0.40182435512542725]	0.15	IGKV3	IGKJ3	7.0
761	234531	[-0.04558659344911575, -0.24323689937591553, -0.03262745216488838, 0.9250224232673645, 0.6746988296508789, -0.38445013761520386, 0.4947107434272766, 0.20732171833515167, 0.20609836280345917, 0.6747548580169678]	0.15	IGKV3	IGKJ3	7.0
762	234555	[0.2572742700576782, -0.21272830665111542, 0.2040901631116867, 0.8342917561531067, 0.38395294547080994, -0.27764376997947693, 0.6214612126350403, 0.2153148651123047, 0.08059985190629959, 0.1340620070695877]	0.15	IGKV3	IGKJ3	7.0
763	234568	[0.35975202918052673, -0.13230466842651367, 0.06962237507104874, 0.9941591024398804, 0.14546331763267517, -0.15073764324188232, 0.42894044518470764, 0.5000927448272705, 0.23692259192466736, 0.34841102361679077]	0.15	IGKV3	IGKJ3	7.0
764	234911	[0.33976492285728455, -0.07241582870483398, 0.37495338916778564, 0.792210578918457, 0.32810142636299133, 0.1589771956205368, 0.93148273229599, -0.08504635095596313, 0.06234492361545563, 0.39360761642456055]	0.15	IGKV3	IGKJ3	8.0
765	234915	[-0.0918985977768898, -0.4929625988006592, 0.42135605216026306, 0.7677533030509949, 0.6589382290840149, -0.5732933878898621, 0.689699649810791, 0.2804014980792999, 0.7297030091285706, 0.2979668080806732]	0.15	IGKV3	IGKJ3	8.0
766	234918	[-0.0678325742483139, -0.07939478754997253, -0.2447994500398636, 0.7810060977935791, 0.5812802314758301, -0.4051930010318756, 0.7875224351882935, 0.28481706976890564, 0.4649524688720703, 0.5716382265090942]	0.15	IGKV3	IGKJ3	8.0
767	234919	[0.16452115774154663, -0.061146438121795654, -0.01894231326878071, 0.8826633095741272, 0.6422409415245056, 0.03395755961537361, 0.5066267848014832, -0.13629689812660217, 0.3914024531841278, -0.04395826905965805]	0.15	IGKV3	IGKJ3	8.0
768	234928	[-0.24631145596504211, -0.33891239762306213, -0.11934510618448257, 0.935847282409668, 0.30167055130004883, -0.17971447110176086, 0.4502525329589844, 0.22684605419635773, 0.42898255586624146, 0.5253258943557739]	0.15	IGKV3	IGKJ3	8.0
769	234929	[-0.0004340439918451011, -0.2655964195728302, 0.13215777277946472, 0.9673565030097961, -0.20677384734153748, -0.15613366663455963, 0.287554532289505, 0.4387229084968567, 0.3055763244628906, 0.15713980793952942]	0.15	IGKV3	IGKJ3	8.0
770	234949	[0.5843589901924133, -0.18164636194705963, 0.2450070083141327, 1.0210447311401367, -0.49442896246910095, 0.08259737491607666, 0.45368993282318115, 0.3093273341655731, -0.29330530762672424, 0.2821100354194641]	0.15	IGKV3	IGKJ3	8.0
771	234969	[0.11392855644226074, -0.1390252411365509, 0.12817484140396118, 0.7947947382926941, 0.5173033475875854, 0.08186988532543182, 0.8220794796943665, 0.03813719004392624, 0.35376134514808655, 0.4062555730342865]	0.15	IGKV3	IGKJ3	8.0
772	235027	[0.27889129519462585, -0.07658834010362625, 0.1866830587387085, 0.9689128398895264, 0.295812726020813, 0.1576644778251648, 0.46612128615379333, 0.06720802187919617, 0.0791979506611824, 0.48794782161712646]	0.15	IGKV3	IGKJ3	8.0
773	236742	[0.3914831876754761, -0.09984911978244781, 0.25274085998535156, 1.0571783781051636, -0.07385464012622833, 0.09542146325111389, 0.3757421672344208, 0.047371961176395416, -0.2623942494392395, 0.40766048431396484]	0.15	IGKV3	IGKJ3	9.0
774	236756	[0.006673195865005255, -0.22561173141002655, 0.32036250829696655, 0.9848669767379761, 0.09674575179815292, -0.07705730199813843, 0.29481691122055054, 0.11528845131397247, 0.636337399482727, 0.3732724189758301]	0.15	IGKV3	IGKJ3	9.0
775	236758	[0.2732364237308502, -0.5125159621238708, 0.06850257515907288, 1.1067168712615967, -0.4531233608722687, 0.15478767454624176, 0.43097952008247375, -0.009389309212565422, -0.19144058227539062, 0.18047629296779633]	0.15	IGKV3	IGKJ3	9.0
776	236759	[-0.00665025319904089, 0.011299630627036095, -0.08604545891284943, 0.7748446464538574, 0.2049725353717804, -0.30722978711128235, 0.8857569694519043, 0.29303938150405884, 0.4849284589290619, 0.3732336461544037]	0.15	IGKV3	IGKJ3	9.0
777	236764	[0.47326192259788513, -0.1687954217195511, 0.34156328439712524, 0.9288589358329773, 0.04410308599472046, 0.26060062646865845, 0.5980329513549805, 0.2778468728065491, -0.024803269654512405, 0.12285290658473969]	0.15	IGKV3	IGKJ3	9.0
778	236769	[0.08664017915725708, 0.2974780201911926, 0.005824549123644829, 0.9677829742431641, 0.29229456186294556, 0.23183292150497437, 0.7440293431282043, 0.34347090125083923, 0.35630884766578674, 0.3955167531967163]	0.15	IGKV3	IGKJ3	9.0
779	236845	[-0.08076296746730804, -0.1041535884141922, 0.2077733278274536, 0.9818840622901917, 0.06015465036034584, -0.4044789969921112, 0.4047279953956604, 0.11017849296331406, 0.8044744729995728, 0.3979432284832001]	0.15	IGKV3	IGKJ3	9.0
780	236853	[0.004613562021404505, -0.3328811526298523, -0.17633722722530365, 0.8253936767578125, 0.256979376077652, 0.11902119219303131, 0.7807528376579285, 0.44798606634140015, 0.20847126841545105, 0.2562977075576782]	0.15	IGKV3	IGKJ3	9.0
781	236886	[0.2332766056060791, -0.4119440019130707, 0.3543839454650879, 0.9886906743049622, -0.05895000696182251, -0.07803606986999512, 0.2693951725959778, 0.13370905816555023, -0.14972683787345886, 0.35511231422424316]	0.15	IGKV3	IGKJ3	9.0
782	236925	[-0.08313965052366257, -0.5579712390899658, -0.013566921465098858, 1.0620481967926025, 0.43938374519348145, -0.10552094131708145, 0.11710050702095032, 0.4472526013851166, 0.3897324502468109, 0.7065573334693909]	0.15	IGKV3	IGKJ3	9.0
783	236931	[0.020225664600729942, -0.20725637674331665, -0.05800873786211014, 0.9618945717811584, 0.6488767862319946, -0.021870050579309464, 0.5218510031700134, 0.38261592388153076, 0.10143166780471802, 0.3380458652973175]	0.15	IGKV3	IGKJ3	9.0
784	240766	[0.22256851196289062, -0.5533087849617004, 0.45877185463905334, 0.9129451513290405, -0.19461959600448608, -0.21673011779785156, 0.5863039493560791, 0.43832793831825256, 0.07714216411113739, 0.040731679648160934]	0.15	IGKV3	IGKJ3	10.0
785	240773	[-0.23724500834941864, -0.3406897485256195, 0.11058954149484634, 0.8777820467948914, 0.23130273818969727, -0.4216724634170532, 0.3672088384628296, 0.2843491733074188, 0.7679991126060486, 0.5010411143302917]	0.15	IGKV3	IGKJ3	10.0
786	240784	[-0.011982218362390995, -0.17810478806495667, -0.118306964635849, 0.8493371605873108, 0.34319692850112915, -0.3612465560436249, 0.5455238819122314, 0.37355634570121765, 0.6285966038703918, 0.5220397710800171]	0.15	IGKV3	IGKJ3	10.0
787	240786	[0.5026191473007202, 0.14914201200008392, 0.40322569012641907, 1.0008999109268188, -0.030835704877972603, -0.002984800608828664, 0.45386677980422974, 0.13510333001613617, 0.02109728939831257, 0.26136332750320435]	0.15	IGKV3	IGKJ3	10.0
788	240803	[-0.042989470064640045, -0.3749210238456726, -0.07554227113723755, 0.8012934923171997, 0.5225892663002014, -0.4889757037162781, 0.7159022688865662, 0.5936323404312134, 0.4825308322906494, 0.20926471054553986]	0.15	IGKV3	IGKJ3	10.0
789	240805	[0.19558389484882355, -0.1289854496717453, 0.22226488590240479, 1.0615493059158325, -0.10935568809509277, -0.06240825727581978, 0.2952245771884918, 0.2448214888572693, 0.14208219945430756, 0.11164913326501846]	0.15	IGKV3	IGKJ3	10.0
790	240821	[0.3427015244960785, -0.16003680229187012, 0.06409201771020889, 1.0072404146194458, -0.3146054446697235, 0.08140870183706284, 0.5015144944190979, 0.32784947752952576, -0.16735172271728516, 0.22902654111385345]	0.15	IGKV3	IGKJ3	10.0
791	240822	[-0.07270430028438568, -0.33997032046318054, 0.0014863822143524885, 0.81743323802948, 0.35640931129455566, -0.3500242829322815, 0.513828694820404, 0.25641322135925293, 0.5064783692359924, 0.5157058835029602]	0.15	IGKV3	IGKJ3	10.0
792	240830	[0.028269005939364433, 0.13844181597232819, -0.08402525633573532, 0.9063885807991028, 0.4361264407634735, -0.048682987689971924, 0.763309895992279, 0.3087710440158844, 0.15167158842086792, 0.23453812301158905]	0.15	IGKV3	IGKJ3	10.0
793	240843	[0.6167193651199341, -0.09734862297773361, 0.6010830402374268, 0.9452449679374695, 0.12040314078330994, -0.15422536432743073, 0.5531885027885437, 0.09203071147203445, -0.09377410262823105, 0.08622027933597565]	0.15	IGKV3	IGKJ3	10.0
794	240852	[0.5271551609039307, -0.2454323172569275, 0.2164270132780075, 1.0638353824615479, 0.036301206797361374, -0.018228722736239433, 0.24388659000396729, 0.19401903450489044, -0.062257327139377594, -0.05125165358185768]	0.15	IGKV3	IGKJ3	10.0
795	240882	[0.2197394073009491, -0.14103779196739197, 0.4708475172519684, 0.9688732028007507, -0.011289266869425774, -0.08592800050973892, 0.42610055208206177, 0.034068189561367035, -0.24266238510608673, 0.08815538138151169]	0.15	IGKV3	IGKJ3	10.0
796	245549	[0.16701869666576385, 0.05549580231308937, -0.12820219993591309, 1.0182920694351196, 0.31146275997161865, -0.05743478238582611, 0.4064977765083313, 0.3394217789173126, 0.43486788868904114, 0.2653692066669464]	0.15	IGKV3	IGKJ3	11.0
797	245554	[0.1091361939907074, -0.023599965497851372, 0.0022898439783602953, 0.9456890225410461, 0.1259065717458725, -0.0066367811523377895, 0.5461017489433289, 0.43384525179862976, 0.5297876000404358, 0.477584570646286]	0.15	IGKV3	IGKJ3	11.0
798	245567	[0.13924424350261688, 0.027544766664505005, -0.10311296582221985, 0.9254903793334961, 0.16863077878952026, 0.048027586191892624, 0.6528182029724121, 0.2862020432949066, 0.2053813487291336, 0.27052581310272217]	0.15	IGKV3	IGKJ3	11.0
799	245571	[0.17139331996440887, -0.367870032787323, 0.22584418952465057, 1.1292133331298828, -0.22707240283489227, -0.015118983574211597, 0.24152138829231262, 0.0635303258895874, -0.012443671934306622, 0.24618318676948547]	0.15	IGKV3	IGKJ3	11.0
800	245576	[0.40154772996902466, -0.310232937335968, 0.10282609611749649, 1.0160080194473267, -0.17096583545207977, 0.11973550170660019, 0.3141942620277405, 0.22829635441303253, 0.14415118098258972, 0.04326222836971283]	0.15	IGKV3	IGKJ3	11.0
801	245614	[0.04695895314216614, -0.17077207565307617, 0.01413390040397644, 0.7744867205619812, 0.4197678565979004, -0.30290165543556213, 0.778809666633606, 0.28600752353668213, 0.47804632782936096, 0.3749185800552368]	0.15	IGKV3	IGKJ3	11.0
802	245617	[-0.12806014716625214, -0.4358786642551422, 0.012412887997925282, 0.7786596417427063, 0.49334049224853516, -0.4645523428916931, 0.6524824500083923, 0.5140819549560547, 0.6268624067306519, 0.3000868260860443]	0.15	IGKV3	IGKJ3	11.0
803	245627	[0.4702354967594147, -0.23869045078754425, 0.33987435698509216, 1.0176066160202026, -0.2815766930580139, -0.0008463646518066525, 0.35697177052497864, 0.4412669241428375, -0.0010855939472094178, 0.24457283318042755]	0.15	IGKV3	IGKJ3	11.0
804	245635	[0.293887734413147, -0.05821630731225014, 0.09404246509075165, 0.9155033826828003, 0.28212660551071167, -0.06731732934713364, 0.6660563945770264, 0.4108421206474304, 0.0841309055685997, 0.18713386356830597]	0.15	IGKV3	IGKJ3	11.0
805	245636	[0.19075971841812134, -0.1529446691274643, -0.2327045202255249, 0.9664308428764343, 0.36219480633735657, -0.03945435956120491, 0.5082750916481018, 0.5245497822761536, 0.30704501271247864, 0.4161907136440277]	0.15	IGKV3	IGKJ3	11.0
806	245637	[0.4115791618824005, -0.10057876259088516, 0.4528711140155792, 1.200607419013977, -0.15592055022716522, -0.23558898270130157, 0.17535404860973358, 0.277935266494751, -0.2377973049879074, 0.1363716572523117]	0.15	IGKV3	IGKJ3	11.0
807	249828	[-0.10966017097234726, -0.21182219684123993, -0.0385887436568737, 0.9113321304321289, 0.2718755304813385, -0.3267800807952881, 0.5477978587150574, 0.43422871828079224, 0.44298404455184937, 0.41596460342407227]	0.15	IGKV3	IGKJ3	12.0
808	249829	[0.3614331781864166, -0.25060945749282837, 0.2792815864086151, 1.0005320310592651, -0.23789361119270325, 0.016140546649694443, 0.3751544952392578, 0.41388025879859924, 0.09232719242572784, 0.33322447538375854]	0.15	IGKV3	IGKJ3	12.0
809	249836	[0.0068852948024868965, -0.3064118027687073, -0.03560483083128929, 0.9719027876853943, 0.5014656782150269, -0.27142271399497986, 0.3268165588378906, 0.42724964022636414, 0.42094773054122925, 0.4868858754634857]	0.15	IGKV3	IGKJ3	12.0
810	249859	[0.10339710861444473, -0.11935844272375107, -0.10743411630392075, 0.9038769006729126, 0.542340874671936, -0.31211745738983154, 0.5669428110122681, 0.259063184261322, 0.24294929206371307, 0.3451245129108429]	0.15	IGKV3	IGKJ3	12.0
811	250897	[0.12250524759292603, 0.40046724677085876, -0.22363750636577606, 0.989496111869812, -0.15707626938819885, 0.1518115997314453, 0.5166701078414917, -0.18003058433532715, -0.034646376967430115, 0.1411924660205841]	0.15	IGKV3	IGKJ4	4.0
812	251083	[-0.09340692311525345, -0.4692295789718628, -0.14665073156356812, 0.9123075604438782, 0.5081588625907898, -0.24216459691524506, 0.4287932515144348, 0.5379799008369446, 0.37972649931907654, 0.4866355359554291]	0.15	IGKV3	IGKJ4	5.0
813	251090	[-0.4382002353668213, 0.18752102553844452, 0.22749051451683044, 1.1840174198150635, 0.8032762408256531, 0.18708613514900208, 0.1668803095817566, -0.29040732979774475, 0.1960613876581192, -0.01676764525473118]	0.15	IGKV3	IGKJ4	5.0
814	251096	[0.1600698083639145, 0.3152661621570587, -0.3359583616256714, 0.9990020394325256, -0.0953550711274147, -0.44566455483436584, 0.49515557289123535, -0.3479056656360626, 0.12903375923633575, 0.2467794418334961]	0.15	IGKV3	IGKJ4	5.0
815	251128	[0.11360956728458405, -0.058343593031167984, 0.3292703628540039, 0.9837225675582886, 0.5816734433174133, 0.5773153901100159, 0.4128095805644989, 0.019213983789086342, -0.0848771184682846, 0.10494989901781082]	0.15	IGKV3	IGKJ4	5.0
816	251201	[0.038717277348041534, -0.013738686218857765, -0.04114446043968201, 1.0990980863571167, 0.04784274846315384, -0.5045098066329956, 0.023134145885705948, 0.46096619963645935, 0.8460111618041992, 0.29931050539016724]	0.15	IGKV3	IGKJ4	5.0
